match id,team1,team1_id,team2,team2_id,toss winner,toss decision,venue,city,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,dataset_type
9094350,67,46766,65,46745,68,1,37,51,2,43,1,1266,0.631578947368421,0.5121951219512195,155.7,0.0,167.03333333333333,r1
9094357,108,46752,86,46738,87,1,68,17,2,43,1,4521,1.1,1.0,149.55555555555554,33.33,141.13333333333333,r1
9388490,109,18570,70,18360,108,0,86,35,0,42,2,5396,1.25,2.9047619047619047,160.8,100.0,181.78571428571428,r1
9087231,76,118,84,34,85,1,0,0,0,23,2,930,0.6875,1.0,122.6153846153846,0.0,158.0,r1
9344362,58,23113,21,22763,51,0,74,69,0,10,2,9582,0.8,0.5121951219512195,143.33333333333334,66.67,145.77777777777777,r1
9484649,85,40550,78,40592,78,0,65,74,2,32,2,7020,1.0,2.9047619047619047,186.06666666666663,100.0,187.5,r1
9085397,68,8700,27,7608,61,0,16,12,0,50,1,1245,2.5,1.0,165.8,0.0,154.64285714285714,r1
9084767,55,8182,18,6698,49,0,56,54,0,50,1,538,0.6,1.0,165.0,100.0,150.25,r1
9128741,89,30428,19,30421,20,1,24,60,2,18,1,16540,1.0555555555555556,1.0,171.06666666666666,66.67,160.0909090909091,r1
9344355,5,22497,100,23750,100,1,74,69,2,10,2,9582,0.6,0.7530864197530864,152.66666666666666,50.0,145.77777777777777,r1
9433486,53,8056,59,8700,47,0,43,52,1,50,3,83,1.2857142857142858,21.0,166.33333333333334,66.67,143.07142857142858,r1
9094238,78,46759,106,46752,107,1,68,17,0,43,1,4521,1.5,2.9047619047619047,138.57142857142858,100.0,141.13333333333333,r1
9433346,71,8917,20,6838,21,1,64,24,1,50,3,7286,0.9090909090909092,1.0,182.66666666666663,80.0,153.76666666666668,r1
9484698,85,40550,38,40578,38,1,33,50,2,32,2,3828,0.6428571428571429,1.4878048780487805,195.86666666666667,60.0,156.4,r1
9680278,17,47487,4,49657,15,0,63,26,2,20,3,7041,1.5,0.4117647058823529,160.33333333333334,100.0,139.13333333333333,r1
9084879,53,8056,59,8700,47,0,77,15,0,50,1,342,0.8181818181818182,0.5121951219512195,161.8,100.0,165.45,r1
9084921,68,8700,33,7727,33,1,66,72,0,50,1,14825,1.1111111111111112,1.0,174.53333333333333,100.0,181.125,r1
9489332,75,46745,101,46731,101,1,84,63,0,43,3,251,0.6,0.7530864197530864,153.69230769230768,0.0,159.66666666666666,r1
9051125,56,40606,57,44904,58,1,33,50,2,32,0,3828,0.5333333333333333,0.2079207920792079,167.25,0.0,159.875,r1
9749690,10,769,69,272,72,1,91,32,2,31,3,20502,0.0,51.0,165.0,0.0,0.0,r1
9167934,69,209,102,251,102,1,85,84,0,45,1,11885,2.0,21.0,141.88888888888889,100.0,127.5,r1
9272745,100,33956,35,33928,35,1,7,41,2,5,2,6348,0.8666666666666667,2.463414634146341,166.73333333333332,50.0,152.78571428571428,r1
9484607,51,40564,38,40578,46,0,65,74,2,32,2,7020,0.5714285714285714,0.6721311475409836,164.4,0.0,0.0,r1
9097409,25,22763,107,23869,109,1,75,67,0,10,0,1224,0.6666666666666666,0.7530864197530864,142.75,0.0,145.23333333333332,r1
9097283,25,22763,108,23841,110,1,75,67,0,10,0,1224,0.6666666666666666,1.4878048780487805,143.85714285714286,100.0,153.625,r1
9094420,75,46745,86,46738,87,1,37,51,0,43,1,1266,1.5454545454545454,2.9047619047619047,149.75,0.0,167.03333333333333,r1
9433094,55,8182,61,8987,49,0,56,54,0,50,3,538,0.6923076923076923,1.0,163.66666666666666,66.67,150.06666666666666,r1
9272626,1,33914,52,33942,54,1,0,0,2,5,2,930,1.25,0.6721311475409836,168.6,50.0,156.96666666666667,r1
9256554,93,69,67,48,70,1,86,35,0,41,2,5396,0.6470588235294118,1.9523809523809523,161.0,0.0,180.83333333333331,r1
9484621,86,40592,38,40578,38,1,65,74,2,32,2,7020,0.5,0.3442622950819672,174.86666666666667,25.0,0.0,r1
9484523,65,44904,38,40578,38,1,50,57,0,32,2,11192,1.4,1.4878048780487805,170.8,60.0,142.5,r1
9094413,57,46773,7,46780,8,1,43,52,2,43,1,83,0.8571428571428571,1.0,142.66666666666666,0.0,143.33333333333334,r1
9299359,73,237,42,195,66,0,31,59,0,21,1,4913,0.3333333333333333,1.7768715409263036,130.33333333333334,66.67,129.0,r1
9516562,14,30414,43,30400,44,1,27,49,2,18,3,2057,1.5,1.4878048780487805,180.33333333333331,75.0,169.5,r1
9151071,93,69,0,27,0,1,63,26,2,1,1,7041,0.4782608695652174,0.0099009900990099,144.4,0.0,136.5,r1
8887794,1,33914,3,33921,2,0,6,11,2,5,0,1476,0.75,1.0,160.53333333333333,33.33,164.0,r1
9084578,107,10576,110,10618,106,0,37,51,1,50,1,1266,0.5833333333333334,1.9523809523809523,164.0,0.0,169.13636363636363,r1
9128727,49,30400,55,30435,57,1,24,60,2,18,1,16540,2.6666666666666665,0.5121951219512195,162.0,66.67,160.0909090909091,r1
9051069,56,40606,76,40550,78,1,54,47,2,32,0,3422,0.375,0.3442622950819672,162.9,100.0,168.23333333333332,r1
9272598,40,33928,52,33942,54,1,25,55,2,5,2,8252,1.0,0.6721311475409836,183.33333333333331,66.67,158.71428571428572,r1
9516450,89,30428,11,30414,12,1,45,23,2,18,3,2050,0.7619047619047619,0.6721311475409836,174.93333333333334,50.0,156.35,r1
9097374,58,23113,108,23841,110,1,75,67,0,10,0,1224,0.5,2.9047619047619047,136.55555555555554,100.0,145.45833333333334,r1
9586989,29,36084,40,36098,40,1,89,5,0,11,3,4045,2.0,1.0,159.0,50.0,157.0,r1
9084802,99,9876,33,7727,33,1,41,52,1,50,1,328,1.6666666666666667,1.4878048780487805,161.5,100.0,133.9090909090909,r1
9250352,104,251,41,28594,102,0,62,13,0,46,1,1840,0.0,1.0,127.0,0.0,153.0,r1
9344306,102,23750,107,23869,100,0,74,69,0,10,2,9582,2.0,1.975609756097561,144.5,100.0,152.28571428571428,r1
9262161,45,36098,99,36126,40,0,9,80,2,11,1,14300,1.2222222222222223,1.4878048780487805,168.8,33.33,156.0,r1
9684674,106,15497,97,15413,97,1,3,27,0,36,4,22350,5.0,0.7530864197530864,141.75,100.0,135.375,r1
9702776,6,33921,96,33963,5,0,6,11,2,5,4,1476,0.4615384615384615,3.857142857142857,163.8,60.0,163.3,r1
8950773,41,55,109,41,111,1,27,49,2,51,0,2057,1.3571428571428572,2.463414634146341,153.0,0.0,150.22222222222223,r1
9094371,57,46773,106,46752,107,1,43,52,2,43,1,83,0.9166666666666666,2.9047619047619047,144.54545454545453,0.0,145.1818181818182,r1
9440500,93,69,36,55,36,1,46,71,2,40,2,18752,0.7142857142857143,1.0,159.06666666666666,40.0,154.95,r1
9085173,98,9967,29,7573,30,1,68,17,0,50,1,4521,1.8888888888888888,2.9047619047619047,174.4,50.0,146.82142857142858,r1
8887752,101,33963,52,33942,54,1,25,55,2,5,0,8252,0.3333333333333333,1.4878048780487805,171.06666666666666,100.0,161.75,r1
9272472,40,33928,52,33942,35,0,7,41,1,5,2,6348,0.4545454545454545,0.5121951219512195,178.53333333333333,66.67,152.16666666666666,r1
9331181,6,11283,43,12634,44,1,44,55,1,58,2,7398,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,train
8797060,35,20,138,41,138,1,53,13,1,22,0,1406,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,train
9433269,135,10576,81,8987,81,1,111,83,1,79,3,251,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,train
9587073,39,36084,13,36070,34,0,10,105,0,18,3,14300,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,train
9516457,96,30407,38,48341,40,1,75,25,2,35,3,7118,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,train
9457412,59,42573,17,40424,18,1,90,37,2,12,2,14188,1.0,1.0,158.44444444444446,50.0,147.93333333333334,train
9292548,0,27,45,55,46,1,86,54,2,1,1,13880,0.7,1.4878048780487805,141.4,50.0,0.0,train
9271758,54,47501,34,47494,49,0,82,33,0,36,2,7041,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,train
9331048,49,12634,106,14860,106,1,44,55,1,58,2,7398,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,train
9123162,52,216,45,55,46,1,108,41,0,25,1,6831,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,train
9516415,75,30435,15,30414,16,1,117,74,2,35,3,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,train
9592470,75,30435,64,48334,72,0,58,28,2,35,3,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,train
9128510,58,30400,113,36014,113,1,9,74,2,35,1,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625,train
9085222,64,8301,81,8987,60,0,111,83,1,79,1,251,0.9090909090909092,2.9047619047619047,157.0,33.33,146.82142857142858,train
9085320,141,10618,81,8917,81,1,24,81,1,79,1,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182,train
9516632,103,30393,64,48334,101,0,13,69,2,35,3,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45,train
9272689,122,33956,2,33914,2,1,47,32,2,11,2,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5,train
9639125,5,293,9,188,9,1,99,104,1,6,3,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909,train
9433696,36,7258,41,7727,42,1,107,101,1,79,3,8301,1.0666666666666669,1.0,186.2,25.0,146.2,train
9657059,102,1350,127,251,100,0,37,76,0,70,3,4913,0.3333333333333333,0.0123456790123456,0.0,0.0,132.0,train
9457468,23,40424,14,40298,18,0,124,26,2,12,2,13530,0.6153846153846154,1.4878048780487805,163.3846153846154,0.0,157.16666666666666,train
9866373,93,18360,135,18570,90,0,68,5,1,67,4,5382,1.4,1.4878048780487805,165.73333333333332,0.0,0.0,train
9680264,26,47508,18,47487,21,0,82,33,2,36,3,7041,1.125,3.857142857142857,148.6,80.0,137.8,train
9352356,35,20,87,48,30,0,73,70,2,43,3,538,1.15,1.0,169.73333333333332,50.0,149.06666666666666,train
9433598,84,8917,139,10618,81,0,45,66,0,79,3,1266,0.8666666666666667,0.7530864197530864,179.4,0.0,169.8,train
9432989,12,10366,139,10618,139,1,31,11,1,79,3,1161,0.6,1.0,172.0,50.0,148.96666666666667,train
9027381,1,17583,19,17653,20,1,33,6,1,67,0,1994,0.75,0.7530864197530864,150.66666666666666,0.0,108.5,train
9271765,63,47480,20,47508,59,0,82,33,2,36,2,7041,0.4545454545454545,1.975609756097561,150.85714285714286,66.67,129.93333333333334,train
9076815,79,40452,55,42573,55,1,90,37,2,12,0,14188,0.6,1.0,0.0,0.0,112.8846153846154,train
9331097,38,12389,23,12046,24,1,92,56,0,58,2,4661,0.125,0.6721311475409836,168.66666666666666,0.0,127.9,train
9290966,51,55,4,293,4,1,26,40,2,28,1,17086,2.571428571428572,1.0,173.26666666666668,100.0,145.13333333333333,train
9051055,77,44904,99,40592,99,1,71,59,2,52,0,3422,1.7777777777777777,1.975609756097561,171.07692307692307,50.0,169.46666666666667,train
9272437,123,33963,2,33914,121,0,0,1,2,11,2,930,0.75,0.5061728395061729,164.4,40.0,155.96666666666667,train
9489444,66,46773,134,46752,62,0,88,22,2,69,3,4521,1.5,1.0,149.53333333333333,0.0,151.1,train
9176320,90,48,86,118,87,0,93,107,1,46,1,17765,3.6,1.975609756097561,163.6,0.0,0.0,train
9388483,1,17583,16,17744,17,1,34,6,0,67,2,5081,0.6428571428571429,0.3442622950819672,153.4,66.67,133.22222222222223,train
9290609,99,62,28,20,30,1,71,59,2,21,1,3422,1.2352941176470589,0.3442622950819672,161.33333333333334,33.33,172.86666666666667,train
9407614,94,48929,112,48943,112,1,97,46,1,57,2,1224,0.8571428571428571,1.0,0.0,0.0,140.26666666666668,train
9823057,131,202,83,237,83,1,64,60,0,75,4,24044,1.0,0.5061728395061729,152.4,66.67,146.5,train
9516730,75,30435,38,48341,40,1,117,74,2,35,3,5004,1.1875,1.0,171.66666666666666,100.0,171.7,train
9692472,51,55,46,216,47,1,63,41,0,25,3,6831,3.0,1.0,179.93333333333334,100.0,160.33333333333334,train
9027262,25,17653,1,17583,1,1,46,31,2,67,0,664,0.9166666666666666,1.0,162.6,100.0,157.83333333333334,train
9433878,121,9876,60,8182,119,0,73,70,1,79,3,538,0.7777777777777778,0.7530864197530864,192.0,0.0,151.2,train
9433640,84,8987,60,8301,81,0,40,67,1,79,3,1378,1.7142857142857142,1.4878048780487805,164.53333333333333,50.0,154.66666666666666,train
9085089,36,7258,118,9967,118,1,21,27,2,79,1,2239,0.5294117647058824,1.0,155.53333333333333,0.0,137.55555555555554,train
9272724,122,33956,121,33963,120,0,103,103,2,11,2,937,1.3,4.809523809523809,164.33333333333334,80.0,149.39285714285714,train
9407719,94,48929,95,48950,91,0,6,84,0,57,2,7230,0.6190476190476191,1.4901960784313726,140.75,0.0,122.75,train
9085299,84,8987,25,6838,27,1,83,29,1,79,1,7286,1.4285714285714286,21.0,151.4,100.0,158.42307692307693,train
9680285,26,47508,8,49657,8,1,82,33,2,36,3,7041,1.5555555555555556,1.9803921568627447,146.66666666666666,0.0,137.16666666666666,train
9457685,119,45072,104,35790,104,1,90,37,2,12,2,14188,1.0,0.6039603960396039,159.64285714285714,0.0,149.6,train
9085117,135,10576,60,8301,133,0,40,67,1,79,1,1378,1.5,0.5121951219512195,175.0,50.0,159.6818181818182,train
9407670,56,48922,91,48929,91,1,109,57,1,57,2,3569,0.6,0.3399009900990098,125.33333333333331,0.0,164.5,train
9433647,84,8917,22,6698,81,0,24,81,1,79,3,1637,0.6111111111111112,1.0,181.2,66.67,168.4,train
8950822,51,55,109,34,109,1,3,35,2,61,1,2344,1.818181818181818,1.2469135802469136,154.53333333333333,0.0,135.96666666666667,train
9433542,28,6698,139,10618,139,1,79,30,0,79,3,1511,1.0,0.4059405940594059,165.13333333333333,50.0,140.0,train
9484565,53,40578,99,40592,48,0,71,59,2,52,2,3422,1.1,1.9523809523809523,175.73333333333332,66.67,170.9,train
9249162,20,895,0,300,0,1,101,90,0,0,1,24828,1.0,1.0,0.0,0.0,0.0,train
9684450,76,45933,40,12718,41,1,92,56,1,58,4,4661,1.0,0.2592592592592592,131.25,0.0,130.46153846153845,train
9027451,87,17982,19,17653,20,1,95,50,2,67,0,3541,0.4285714285714285,1.2469135802469136,144.73333333333332,75.0,146.4,train
9085243,135,10576,139,10618,139,1,25,113,0,79,1,1525,1.2,0.2592592592592592,168.33333333333334,0.0,163.57142857142858,train
9087238,10,188,96,62,9,0,0,1,0,53,2,930,0.5,0.3442622950819672,152.73333333333332,0.0,158.0,train
9097367,138,23869,125,23750,125,1,98,87,0,17,0,1224,0.375,2.463414634146341,147.0,0.0,145.45833333333334,train
9457454,27,40452,17,40424,22,0,124,26,2,12,2,13530,0.6666666666666666,1.0,152.5,0.0,157.0,train
9433388,121,9876,36,7573,119,0,88,22,1,79,3,4521,1.2857142857142858,0.7530864197530864,170.73333333333332,50.0,142.9,train
9076878,37,47529,55,42573,55,1,124,26,0,12,0,13530,0.1,0.3399009900990098,137.33333333333334,0.0,143.5,train
9344418,127,23750,57,22784,57,1,96,89,0,17,2,9582,0.4285714285714285,1.3278688524590163,143.69230769230768,100.0,144.07142857142858,train
9084599,120,9967,36,7573,38,1,23,14,2,79,1,797,1.8888888888888888,2.9047619047619047,162.9090909090909,100.0,150.0,train
9327534,129,251,68,1210,127,0,116,10,0,72,1,2190,1.0,67.67,110.66666666666669,0.0,134.0,train
9051181,77,44904,99,40592,74,0,41,63,1,52,0,3828,1.2727272727272727,1.6557377049180328,176.46666666666667,66.67,168.625,train
9087259,51,55,28,20,30,1,0,1,2,23,2,930,1.2777777777777777,0.801980198019802,166.93333333333334,60.0,154.66666666666666,train
9128517,68,48334,72,30435,72,1,9,74,1,35,1,2764,1.5,1.853658536585366,173.25,0.0,182.0,train
9085348,62,8056,119,9876,119,1,54,68,1,79,1,328,0.4117647058823529,0.6721311475409836,158.0,66.67,137.17857142857142,train
8844331,112,69,0,27,0,1,62,71,2,62,0,440,0.7894736842105263,0.2079207920792079,134.26666666666668,0.0,164.36666666666667,train
9668539,51,55,138,41,46,0,77,91,0,29,3,13915,1.7272727272727273,1.0,175.66666666666666,50.0,152.85714285714286,train
9457671,37,47529,104,35790,104,1,90,37,1,12,2,14188,1.375,0.6039603960396039,167.26666666666668,100.0,148.6,train
9094406,128,46731,134,46752,134,1,111,83,2,69,1,251,1.4166666666666667,2.9047619047619047,138.33333333333334,100.0,148.9,train
9084571,62,8056,114,9701,58,0,100,20,2,79,1,342,1.3076923076923077,1.0,168.66666666666666,33.33,168.4375,train
9433206,36,7258,118,9967,118,1,23,14,1,79,3,797,2.833333333333333,3.857142857142857,165.06666666666666,50.0,163.6,train
9087119,142,76,96,62,140,0,78,86,2,83,2,23841,0.5882352941176471,2.463414634146341,159.93333333333334,33.33,152.05555555555554,train
9262042,39,36084,49,36098,50,1,118,7,0,18,1,4045,0.5454545454545454,1.0,155.8,100.0,157.76666666666668,train
9097325,7,22497,63,23113,63,1,98,87,0,17,0,1224,1.0,0.0123456790123456,150.0,0.0,152.0,train
9097479,131,202,83,237,83,1,1,3,0,76,0,23736,0.5,0.0099009900990099,0.0,0.0,138.0,train
9087028,140,41,46,216,138,0,8,53,1,30,2,6348,2.125,0.3442622950819672,174.93333333333334,0.0,159.4375,train
9077018,23,40424,55,42573,55,1,90,37,0,12,0,14188,0.5,1.0,156.125,0.0,133.33333333333334,train
9489388,128,46731,134,46752,134,1,88,22,2,69,3,4521,1.0769230769230769,1.4878048780487805,144.66666666666666,100.0,150.7,train
9516373,21,30414,64,48334,64,1,58,28,2,35,3,2050,1.2857142857142858,0.6721311475409836,170.93333333333334,0.0,150.27777777777777,train
9433164,116,9701,58,8056,58,1,100,20,1,79,3,342,0.5,1.975609756097561,159.46666666666667,60.0,160.625,train
9084739,121,9876,33,7608,35,1,54,68,1,79,1,328,2.5,1.0,164.45454545454547,100.0,136.25,train
9516422,45,48341,54,30400,40,0,69,2,1,35,3,5893,0.6470588235294118,1.975609756097561,162.75,100.0,154.73333333333332,train
9330719,29,12046,131,15497,24,0,92,56,0,58,2,4661,1.3333333333333333,1.975609756097561,170.88888888888889,0.0,175.0,train
9702783,50,33928,70,33949,70,1,8,53,2,11,4,6348,1.4444444444444444,1.0,175.93333333333334,40.0,152.78571428571428,train
9084676,32,6838,10,10366,27,0,31,11,0,79,1,1161,1.0,0.3442622950819672,178.0,100.0,148.0,train
9290903,99,62,45,55,46,1,26,40,2,56,1,17086,1.0952380952380951,1.3278688524590163,159.8,100.0,136.6,train
9717504,90,48,9,188,9,1,66,77,2,14,4,3184,1.0,0.6039603960396039,177.4,80.0,159.66666666666666,train
9684429,74,11591,51,13166,52,1,92,56,0,58,4,4661,5.0,1.975609756097561,146.75,0.0,130.46153846153845,train
9433059,81,8700,41,7727,42,1,107,101,2,79,3,8301,0.9090909090909092,0.2592592592592592,166.86666666666667,100.0,148.13333333333333,train
9484481,65,40606,74,44904,74,1,65,73,2,52,2,11192,0.8571428571428571,0.7530864197530864,166.0,25.0,0.0,train
9407663,98,48950,27,48936,29,1,6,84,0,57,2,7230,1.4285714285714286,0.5073149105955371,146.33333333333334,0.0,81.5,train
9592463,21,30414,38,48341,40,1,58,28,2,35,3,2050,1.2,0.6721311475409836,183.7333333333333,0.0,158.69230769230768,train
9128594,68,48334,72,30435,72,1,117,74,2,35,1,5004,1.5,81.0,178.4,100.0,169.0,train
9094392,66,46773,88,46759,62,0,56,68,2,69,1,83,0.9333333333333332,1.0,144.54545454545453,0.0,145.1818181818182,train
9407649,34,48936,95,48950,29,0,52,43,0,57,2,2127,0.6842105263157895,1.0,171.0,0.0,141.53333333333333,train
8844324,112,69,0,27,0,1,60,19,2,62,0,5312,0.7894736842105263,0.5061728395061729,138.2,0.0,162.38888888888889,train
9516352,68,48334,24,30421,25,1,13,69,2,35,3,23498,0.8823529411764706,1.0,181.0909090909091,100.0,145.625,train
9684485,78,13971,92,14454,75,0,48,97,0,58,4,18038,0.125,0.0163934426229508,125.08333333333331,0.0,167.57142857142858,train
9085229,84,8917,10,10366,81,0,24,81,1,79,1,1637,1.5454545454545454,1.975609756097561,174.4,0.0,168.75,train
9433626,120,9967,58,8056,118,0,23,14,1,79,3,797,0.6,0.0476190476190476,182.53333333333333,50.0,168.1153846153846,train
9407656,69,48733,112,48943,112,1,97,46,1,57,2,1224,0.6923076923076923,67.67,133.0,0.0,142.23333333333332,train
9457559,18,40298,55,42573,55,1,99,104,1,12,2,10961,1.5555555555555556,2.9047619047619047,161.5,100.0,152.5,train
9457622,119,45072,104,35790,104,1,90,37,2,12,2,14188,0.875,1.0,166.0909090909091,0.0,155.6,train
9076920,119,45072,55,42573,55,1,90,37,0,12,0,14188,0.75,0.0196078431372549,202.0,0.0,121.06666666666666,train
9085019,28,6698,133,10576,133,1,25,113,1,79,1,1525,0.7333333333333333,3.857142857142857,162.93333333333334,0.0,166.08333333333334,train
9128545,105,30428,54,30400,54,1,9,74,2,35,1,2764,0.6666666666666666,1.0,170.53333333333333,50.0,183.33333333333331,train
9702699,50,33928,120,33956,45,0,114,65,2,11,4,21076,0.8333333333333334,0.5061728395061729,173.46666666666667,50.0,141.33333333333334,train
9668553,140,41,45,55,138,0,16,64,0,82,3,16848,0.4285714285714285,1.4878048780487805,176.0,60.0,160.25,train
9084669,28,6698,60,8301,60,1,40,67,0,79,1,1378,1.75,0.6721311475409836,170.0,50.0,171.3125,train
9331391,134,15623,71,11591,132,0,32,62,1,58,2,2057,0.2666666666666666,1.3278688524590163,154.13333333333333,0.0,164.65384615384616,train
9684534,57,13474,23,12046,24,1,4,34,0,58,4,22350,1.6,1.0,149.92857142857142,0.0,130.75,train
9128461,75,30435,102,30393,101,1,59,92,2,35,1,18752,1.2727272727272727,0.6721311475409836,157.46666666666667,0.0,168.33333333333334,train
9085369,36,7258,118,9967,118,1,23,14,2,79,1,797,1.2,2.463414634146341,161.26666666666668,33.33,155.57142857142858,train
9222394,0,27,138,41,138,1,7,15,2,80,2,1476,1.0588235294117647,1.0,147.46666666666667,60.0,164.07142857142858,train
9433493,12,10366,133,10576,133,1,25,113,0,79,3,1525,1.1111111111111112,1.4878048780487805,177.0,33.33,164.1,train
9272717,8,33921,44,33928,45,1,7,15,2,11,2,1476,0.8666666666666667,1.0,160.06666666666666,50.0,162.08333333333334,train
9094252,88,46745,126,46731,126,1,45,66,2,69,1,1266,0.9411764705882352,1.4878048780487805,152.375,0.0,172.83333333333334,train
9516821,103,30393,38,48341,40,1,57,9,2,35,3,4794,1.8666666666666667,1.0,184.06666666666663,50.0,185.33333333333331,train
9457636,37,47529,14,40298,15,1,90,37,2,12,2,14188,0.8571428571428571,0.801980198019802,167.53333333333333,66.67,158.5,train
9657122,129,251,101,1350,127,0,37,76,0,70,3,4913,2.0,101.0,129.30769230769232,100.0,118.33333333333331,train
9272661,72,33942,70,33949,70,1,30,71,2,11,2,8252,1.2,1.4878048780487805,157.33333333333334,60.0,158.71428571428572,train
9516786,115,36014,102,30393,101,1,86,54,2,35,3,13880,0.6538461538461539,0.6721311475409836,184.46666666666667,33.33,180.0,train
9250373,132,90,86,118,130,0,12,17,0,78,1,3226,1.0,1.9615384615384612,181.0,0.0,135.0,train
9433591,36,7258,114,9701,114,1,21,27,1,79,3,2239,1.1666666666666667,1.6557377049180328,182.6,50.0,152.28571428571428,train
8887661,97,33935,70,33949,94,0,36,45,0,11,0,3961,0.4666666666666667,1.975609756097561,178.33333333333334,100.0,128.5,train
9262119,118,36112,115,38814,115,1,27,47,2,18,1,11892,1.1428571428571428,0.3442622950819672,169.2,66.67,157.9,train
9684576,70,45954,51,13166,66,0,92,56,1,58,4,4661,1.0,2.9047619047619047,117.36363636363636,0.0,128.66666666666666,train
9330733,104,14629,105,13131,102,0,87,96,1,58,2,16820,2.0,1.4878048780487805,139.66666666666666,0.0,153.83333333333334,train
9128678,103,30393,15,30414,16,1,59,92,2,35,1,18752,0.9473684210526316,0.6721311475409836,156.4,0.0,163.58333333333334,train
9407684,56,48922,91,48929,91,1,102,24,1,57,2,6327,0.8,1.0,136.0,100.0,175.25,train
9272451,122,33956,44,33928,120,0,103,103,2,11,2,937,1.7777777777777777,1.0,164.86666666666667,33.33,152.5,train
9516604,58,30400,38,48341,40,1,32,62,1,35,3,2057,1.3333333333333333,0.6721311475409836,184.2,50.0,169.5,train
9051244,65,40606,74,44904,61,0,41,63,2,52,0,3828,0.4736842105263157,0.4059405940594059,165.86666666666667,0.0,161.78571428571428,train
9027423,22,17744,1,17583,1,1,33,6,0,67,0,1994,1.0,0.024390243902439,181.06666666666663,0.0,136.5,train
9484642,77,44904,47,40578,48,1,84,98,2,52,2,7020,1.0714285714285714,0.6721311475409836,173.6,60.0,166.0,train
9433857,40,7608,41,7727,42,1,107,101,0,79,3,8301,0.2222222222222222,0.6721311475409836,154.13333333333333,33.33,151.6,train
9087182,35,20,87,48,30,0,7,15,2,42,2,1476,1.1111111111111112,1.2469135802469136,184.53333333333333,0.0,163.875,train
9433619,32,6838,10,10366,10,1,83,29,1,79,3,7286,1.1111111111111112,0.5061728395061729,166.26666666666668,50.0,153.76666666666668,train
9433465,47,7727,58,8056,58,1,100,20,1,79,3,342,1.3333333333333333,81.0,166.2,50.0,159.1,train
9856748,142,76,46,216,47,1,42,52,0,34,4,1833,0.1428571428571428,1.975609756097561,152.93333333333334,100.0,145.30769230769232,train
9388378,137,18570,90,18360,90,1,11,110,0,67,2,825,2.0,61.0,163.33333333333334,100.0,155.625,train
8950843,51,55,109,34,109,1,87,96,2,61,1,16820,1.5,1.0,154.66666666666666,50.0,0.0,train
9128391,96,30407,54,30400,54,1,117,74,2,35,1,5004,0.5333333333333333,1.0,153.5,50.0,164.33333333333334,train
9657038,6,825,127,251,5,0,37,76,0,70,3,4913,0.3333333333333333,0.3209876543209876,146.75,0.0,126.0,train
9489479,113,46738,77,46766,77,1,54,68,2,69,3,328,1.0588235294117647,2.9047619047619047,144.0,50.0,160.53333333333333,train
9680215,54,47501,8,49657,8,1,76,58,2,36,3,17534,1.0,81.0,148.53333333333333,0.0,148.75,train
9516688,45,48341,64,48334,64,1,69,2,1,35,3,5893,1.0,1.4878048780487805,160.4,100.0,160.46666666666667,train
9128636,103,30393,38,48341,101,0,9,74,1,35,1,2764,2.0,0.8026315789473685,156.46666666666667,0.0,178.8125,train
9680159,54,47501,18,47487,19,1,82,33,2,36,3,7041,0.8,1.975609756097561,153.8,100.0,132.0,train
9587045,126,36126,32,36084,34,1,80,88,2,18,3,1469,0.8333333333333334,0.7530864197530864,159.53333333333333,33.33,135.5,train
9433892,135,10576,41,7727,42,1,107,101,1,79,3,8301,0.6875,1.0,178.46666666666667,0.0,148.96666666666667,train
9433332,62,8056,119,9876,58,0,100,20,0,79,3,342,1.2222222222222223,0.5121951219512195,166.33333333333334,40.0,158.5,train
9084844,135,10576,10,10366,10,1,25,113,0,79,1,1525,1.1538461538461535,0.2592592592592592,166.92857142857142,50.0,157.4,train
9128454,21,30414,113,36014,113,1,28,74,1,35,1,16540,1.3846153846153846,1.9523809523809523,169.4,100.0,148.33333333333334,train
9433738,62,8056,78,8700,78,1,100,20,1,79,3,342,1.5714285714285714,61.0,171.66666666666666,66.67,160.53333333333333,train
9087252,90,48,96,62,87,0,103,103,2,53,2,937,1.125,1.0,170.33333333333334,33.33,152.5,train
